"id_turma";"codigo_turma";"siape";"matricula_docente_externo";"observacao";"id_componente_curricular";"ch_dedicada_periodo";"nivel_ensino";"campus_turma";"local";"ano";"periodo";"data_inicio";"data_fim";"descricao_horario";"total_solicitacoes";"capacidade_aluno";"tipo";"distancia";"data_consolidacao";"agrupadora";"id_turma_agrupadora";"qtd_aulas_lancadas";"situacao_turma";"convenio";"modalidade_participantes"
"57743767";"05";"3343161";"";"";"74695";"15";"GRADUAÇÃO";"Campus Santa Cruz";"UBS";"2024";"2";"2024/11/26 00:00:00.000";"2024/11/27 00:00:00.000";"34M12345  34T1234 (26/11/2024 - 27/11/2024)";"2";"6";"REGULAR";"false";"2025/01/24 11:17:24.264000000";"false";"";"18";"CONSOLIDADA";"";"Presencial"
"57743768";"06";"3343161";"";"";"74695";"15";"GRADUAÇÃO";"Campus Santa Cruz";"UBS";"2024";"2";"2024/12/03 00:00:00.000";"2024/12/04 00:00:00.000";"34M12345  34T1234 (03/12/2024 - 04/12/2024)";"1";"6";"REGULAR";"false";"2025/01/24 11:21:21.452000000";"false";"";"18";"CONSOLIDADA";"";"Presencial"
"57743769";"07";"3343161";"";"";"74695";"15";"GRADUAÇÃO";"Campus Santa Cruz";"UBS";"2024";"2";"2024/12/10 00:00:00.000";"2024/12/12 00:00:00.000";"35M12345  35T1234 (10/12/2024 - 12/12/2024)";"";"6";"REGULAR";"false";"2025/01/24 11:22:26.798000000";"false";"";"18";"CONSOLIDADA";"";"Presencial"
"57743770";"08";"3343161";"";"";"74695";"15";"GRADUAÇÃO";"Campus Santa Cruz";"UBS";"2024";"2";"2024/10/22 00:00:00.000";"2024/10/23 00:00:00.000";"34M12345  34T1234 (22/10/2024 - 23/10/2024)";"1";"6";"REGULAR";"false";"2025/01/24 11:21:53.262000000";"false";"";"18";"CONSOLIDADA";"";"Presencial"
"57743771";"01";"1718474";"";"";"77538";"30";"GRADUAÇÃO";"Campus Central";"LAB FÍSICA EXP 2";"2024";"2";"2024/09/16 00:00:00.000";"2025/02/01 00:00:00.000";"2T34 (16/09/2024 - 01/02/2025)";"59";"32";"REGULAR";"false";"2025/02/01 17:53:25.000000000";"false";"";"";"CONSOLIDADA";"";"Presencial"
"57743772";"02";"1718474";"";"";"77538";"30";"GRADUAÇÃO";"Campus Central";"LAB FÍSICA EXP 2";"2024";"2";"2024/09/16 00:00:00.000";"2025/02/01 00:00:00.000";"2N12 (16/09/2024 - 01/02/2025)";"79";"32";"REGULAR";"false";"2025/02/01 18:00:13.000000000";"false";"";"";"CONSOLIDADA";"";"Presencial"
"57743773";"03";"1718474";"";"";"77538";"30";"GRADUAÇÃO";"Campus Central";"LAB FÍSICA EXP 2";"2024";"2";"2024/09/16 00:00:00.000";"2025/02/01 00:00:00.000";"5T34 (16/09/2024 - 01/02/2025)";"80";"32";"REGULAR";"false";"2025/02/01 18:03:59.000000000";"false";"";"";"CONSOLIDADA";"";"Presencial"
"57743774";"04";"1718474";"";"";"77538";"30";"GRADUAÇÃO";"Campus Central";"LAB FÍSICA EXP 2";"2024";"2";"2024/09/16 00:00:00.000";"2025/02/01 00:00:00.000";"3N12 (16/09/2024 - 01/02/2025)";"53";"32";"REGULAR";"false";"2025/02/01 18:13:30.000000000";"false";"";"";"CONSOLIDADA";"";"Presencial"
"57743775";"05";"3214164";"";"";"77538";"30";"GRADUAÇÃO";"Campus Central";"LAB FÍSICA EXP 2";"2024";"2";"2024/09/16 00:00:00.000";"2025/02/01 00:00:00.000";"4T12 (16/09/2024 - 01/02/2025)";"41";"32";"REGULAR";"false";"2025/02/01 19:52:29.287000000";"false";"";"34";"CONSOLIDADA";"";"Presencial"
"57743776";"06";"3214164";"";"";"77538";"30";"GRADUAÇÃO";"Campus Central";"LAB FÍSICA EXP 2";"2024";"2";"2024/09/16 00:00:00.000";"2025/02/01 00:00:00.000";"4N12 (16/09/2024 - 01/02/2025)";"37";"32";"REGULAR";"false";"2025/02/01 19:42:11.852000000";"false";"";"34";"CONSOLIDADA";"";"Presencial"
"57743777";"07";"1330358";"";"";"77538";"30";"GRADUAÇÃO";"Campus Central";"LAB FÍSICA EXP 2";"2024";"2";"2024/09/16 00:00:00.000";"2025/02/01 00:00:00.000";"5T12 (16/09/2024 - 01/02/2025)";"17";"32";"REGULAR";"false";"2025/02/02 06:50:12.821000000";"false";"";"36";"CONSOLIDADA";"";"Presencial"
"57743778";"01";"2374822";"";"";"63550";"13";"GRADUAÇÃO";"Campus Central";"DFST";"2024";"2";"2024/09/17 00:00:00.000";"2024/12/18 00:00:00.000";"35T2345 4T23 (17/09/2024 - 31/10/2024),  4T234 (06/11/2024 - 18/12/2024)";"27";"26";"REGULAR";"false";"2025/01/23 16:23:37.689000000";"false";"";"84";"CONSOLIDADA";"";"Presencial"
"57743778";"01";"3331120";"";"";"63550";"35";"GRADUAÇÃO";"Campus Central";"DFST";"2024";"2";"2024/09/17 00:00:00.000";"2024/12/18 00:00:00.000";"35T2345 4T23 (17/09/2024 - 31/10/2024),  4T234 (06/11/2024 - 18/12/2024)";"27";"26";"REGULAR";"false";"2025/01/23 16:23:37.689000000";"false";"";"84";"CONSOLIDADA";"";"Presencial"
"57743778";"01";"2319151";"";"";"63550";"27";"GRADUAÇÃO";"Campus Central";"DFST";"2024";"2";"2024/09/17 00:00:00.000";"2024/12/18 00:00:00.000";"35T2345 4T23 (17/09/2024 - 31/10/2024),  4T234 (06/11/2024 - 18/12/2024)";"27";"26";"REGULAR";"false";"2025/01/23 16:23:37.689000000";"false";"";"84";"CONSOLIDADA";"";"Presencial"
"57743779";"01";"3409985";"";"";"56214";"10";"GRADUAÇÃO";"Campus Santa Cruz";"sala 7";"2024";"2";"2024/09/17 00:00:00.000";"2024/11/12 00:00:00.000";"3T3456 (17/09/2024 - 12/11/2024)";"47";"39";"REGULAR";"false";"2025/01/21 19:12:54.468000000";"false";"";"36";"CONSOLIDADA";"";"Presencial"
"57743779";"01";"1760065";"";"";"56214";"8";"GRADUAÇÃO";"Campus Santa Cruz";"sala 7";"2024";"2";"2024/09/17 00:00:00.000";"2024/11/12 00:00:00.000";"3T3456 (17/09/2024 - 12/11/2024)";"47";"39";"REGULAR";"false";"2025/01/21 19:12:54.468000000";"false";"";"36";"CONSOLIDADA";"";"Presencial"
"57743779";"01";"1760065";"";"";"56214";"4";"GRADUAÇÃO";"Campus Santa Cruz";"sala 7";"2024";"2";"2024/09/17 00:00:00.000";"2024/11/12 00:00:00.000";"3T3456 (17/09/2024 - 12/11/2024)";"47";"39";"REGULAR";"false";"2025/01/21 19:12:54.468000000";"false";"";"36";"CONSOLIDADA";"";"Presencial"
"57743779";"01";"1760065";"";"";"56214";"3";"GRADUAÇÃO";"Campus Santa Cruz";"sala 7";"2024";"2";"2024/09/17 00:00:00.000";"2024/11/12 00:00:00.000";"3T3456 (17/09/2024 - 12/11/2024)";"47";"39";"REGULAR";"false";"2025/01/21 19:12:54.468000000";"false";"";"36";"CONSOLIDADA";"";"Presencial"
"57743779";"01";"3409985";"";"";"56214";"3";"GRADUAÇÃO";"Campus Santa Cruz";"sala 7";"2024";"2";"2024/09/17 00:00:00.000";"2024/11/12 00:00:00.000";"3T3456 (17/09/2024 - 12/11/2024)";"47";"39";"REGULAR";"false";"2025/01/21 19:12:54.468000000";"false";"";"36";"CONSOLIDADA";"";"Presencial"
"57743779";"01";"3409985";"";"";"56214";"2";"GRADUAÇÃO";"Campus Santa Cruz";"sala 7";"2024";"2";"2024/09/17 00:00:00.000";"2024/11/12 00:00:00.000";"3T3456 (17/09/2024 - 12/11/2024)";"47";"39";"REGULAR";"false";"2025/01/21 19:12:54.468000000";"false";"";"36";"CONSOLIDADA";"";"Presencial"
"57743780";"08";"1330358";"";"";"77538";"30";"GRADUAÇÃO";"Campus Central";"LAB FÍSICA EXP 2";"2024";"2";"2024/09/16 00:00:00.000";"2025/02/01 00:00:00.000";"5T56 (16/09/2024 - 01/02/2025)";"23";"32";"REGULAR";"false";"2025/02/02 07:17:47.575000000";"false";"";"36";"CONSOLIDADA";"";"Presencial"
"57743781";"01";"3891450";"";"";"2051710";"45";"GRADUAÇÃO";"Campus Central";"SALA 2";"2024";"2";"2024/09/16 00:00:00.000";"2025/02/01 00:00:00.000";"5N123 (16/09/2024 - 01/02/2025)";"21";"30";"REGULAR";"false";"2025/02/07 15:21:50.000000000";"false";"";"";"CONSOLIDADA";"";"Presencial"
"57743782";"01";"1746024";"";"";"69632";"30";"GRADUAÇÃO";"Campus Central";"SALA 6";"2024";"2";"2024/09/16 00:00:00.000";"2025/02/01 00:00:00.000";"2T34 (16/09/2024 - 01/02/2025)";"32";"60";"REGULAR";"false";"2025/01/29 17:41:40.546000000";"false";"";"40";"CONSOLIDADA";"";"Presencial"
"57743783";"01";"2178446";"";"";"52540";"60";"TÉCNICO";"";"";"2024";"2";"2024/09/23 00:00:00.000";"2025/01/25 00:00:00.000";"";"36";"40";"REGULAR";"true";"";"false";"";"";"CONSOLIDADA";"";"A Distância"
"57743784";"01";"1066675";"";"";"52541";"40";"TÉCNICO";"";"";"2024";"2";"2024/09/23 00:00:00.000";"2025/01/25 00:00:00.000";"";"36";"40";"REGULAR";"true";"";"false";"";"";"CONSOLIDADA";"";"A Distância"
"57743785";"01";"1721835";"";"";"52547";"60";"TÉCNICO";"";"";"2024";"2";"2024/09/23 00:00:00.000";"2025/01/25 00:00:00.000";"";"36";"40";"REGULAR";"true";"";"false";"";"";"CONSOLIDADA";"";"A Distância"
"57743786";"01";"1721835";"";"";"52548";"20";"TÉCNICO";"";"";"2024";"2";"2024/09/23 00:00:00.000";"2025/01/25 00:00:00.000";"";"36";"40";"REGULAR";"true";"";"false";"";"";"CONSOLIDADA";"";"A Distância"
"57743787";"01";"2989758";"";"";"55136";"40";"TÉCNICO";"";"";"2024";"2";"2024/09/23 00:00:00.000";"2025/01/25 00:00:00.000";"";"36";"40";"REGULAR";"true";"";"false";"";"";"CONSOLIDADA";"";"A Distância"
"57743788";"01";"1721835";"";"";"55137";"60";"TÉCNICO";"";"";"2024";"2";"2024/09/23 00:00:00.000";"2025/01/25 00:00:00.000";"";"36";"40";"REGULAR";"true";"";"false";"";"";"CONSOLIDADA";"";"A Distância"
"57743789";"02";"1746024";"";"";"69632";"30";"GRADUAÇÃO";"Campus Central";"SALA 6";"2024";"2";"2024/09/16 00:00:00.000";"2025/02/01 00:00:00.000";"2T56 (16/09/2024 - 01/02/2025)";"41";"60";"REGULAR";"false";"2025/01/29 18:02:46.392000000";"false";"";"40";"CONSOLIDADA";"";"Presencial"
"57743790";"01";"1775264";"";"";"72177";"60";"TÉCNICO";"";"";"2024";"2";"2024/09/16 00:00:00.000";"2025/01/25 00:00:00.000";"";"";"160";"REGULAR";"true";"";"false";"";"";"CONSOLIDADA";"";"A Distância"
"57743791";"01";"1775264";"";"";"72180";"60";"TÉCNICO";"";"";"2024";"2";"2024/09/16 00:00:00.000";"2025/01/25 00:00:00.000";"";"";"160";"REGULAR";"true";"";"false";"";"";"CONSOLIDADA";"";"A Distância"
"57743792";"01";"1969071";"";"";"72181";"60";"TÉCNICO";"";"";"2024";"2";"2024/09/16 00:00:00.000";"2025/01/25 00:00:00.000";"";"";"160";"REGULAR";"true";"";"false";"";"";"CONSOLIDADA";"";"A Distância"
"57743793";"01";"3374361";"";"";"72182";"60";"TÉCNICO";"";"";"2024";"2";"2024/09/16 00:00:00.000";"2025/01/25 00:00:00.000";"";"";"160";"REGULAR";"true";"";"false";"";"";"CONSOLIDADA";"";"A Distância"
"57743794";"01";"1755308";"";"";"57601";"60";"GRADUAÇÃO";"Campus Central";"SALA 1";"2024";"2";"2024/09/16 00:00:00.000";"2025/02/01 00:00:00.000";"3N1234 (16/09/2024 - 01/02/2025)";"28";"30";"REGULAR";"false";"2025/01/31 17:40:22.000000000";"false";"";"";"CONSOLIDADA";"";"Presencial"
"57743795";"01";"1874895";"";"";"52556";"40";"TÉCNICO";"";"";"2024";"2";"2024/09/16 00:00:00.000";"2025/01/25 00:00:00.000";"";"";"180";"REGULAR";"true";"";"false";"";"";"CONSOLIDADA";"";"A Distância"
"57743796";"01";"1054235";"";"";"52558";"60";"TÉCNICO";"";"";"2024";"2";"2024/09/16 00:00:00.000";"2025/01/25 00:00:00.000";"";"";"180";"REGULAR";"true";"";"false";"";"";"CONSOLIDADA";"";"A Distância"
"57743797";"01";"3083298";"";"";"60941";"40";"TÉCNICO";"";"";"2024";"2";"2024/09/16 00:00:00.000";"2025/01/25 00:00:00.000";"";"";"180";"REGULAR";"true";"";"false";"";"";"CONSOLIDADA";"";"A Distância"
"57743798";"01";"1054235";"";"";"60942";"60";"TÉCNICO";"";"";"2024";"2";"2024/09/16 00:00:00.000";"2025/01/25 00:00:00.000";"";"";"180";"REGULAR";"true";"";"false";"";"";"CONSOLIDADA";"";"A Distância"
"57743799";"01";"2149456";"";"";"60943";"40";"TÉCNICO";"";"";"2024";"2";"2024/09/16 00:00:00.000";"2025/01/25 00:00:00.000";"";"";"180";"REGULAR";"true";"";"false";"";"";"CONSOLIDADA";"";"A Distância"
"57743800";"01";"2989758";"";"";"58339";"20";"TÉCNICO";"";"";"2024";"2";"2024/09/16 00:00:00.000";"2025/01/25 00:00:00.000";"";"";"40";"REGULAR";"true";"";"false";"";"";"CONSOLIDADA";"";"A Distância"
"57743801";"01";"1013173";"";"";"58341";"40";"TÉCNICO";"";"";"2024";"2";"2024/09/16 00:00:00.000";"2025/01/25 00:00:00.000";"";"";"40";"REGULAR";"true";"";"false";"";"";"CONSOLIDADA";"";"A Distância"
"57743802";"01";"1013173";"";"";"58384";"40";"TÉCNICO";"";"";"2024";"2";"2024/09/16 00:00:00.000";"2025/01/25 00:00:00.000";"";"";"40";"REGULAR";"true";"";"false";"";"";"CONSOLIDADA";"";"A Distância"
"57743803";"01";"1013173";"";"";"58385";"20";"TÉCNICO";"";"";"2024";"2";"2024/09/16 00:00:00.000";"2025/01/25 00:00:00.000";"";"";"40";"REGULAR";"true";"";"false";"";"";"CONSOLIDADA";"";"A Distância"
"57743804";"01";"1013173";"";"";"58386";"40";"TÉCNICO";"";"";"2024";"2";"2024/09/16 00:00:00.000";"2025/01/25 00:00:00.000";"";"";"40";"REGULAR";"true";"";"false";"";"";"CONSOLIDADA";"";"A Distância"
"57743805";"01";"1013173";"";"";"58387";"40";"TÉCNICO";"";"";"2024";"2";"2024/09/16 00:00:00.000";"2025/01/25 00:00:00.000";"";"";"40";"REGULAR";"true";"";"false";"";"";"CONSOLIDADA";"";"A Distância"
"57743806";"01";"2140866";"";"";"60945";"60";"TÉCNICO";"";"";"2024";"2";"2024/09/16 00:00:00.000";"2025/01/25 00:00:00.000";"";"";"40";"REGULAR";"true";"";"false";"";"";"CONSOLIDADA";"";"A Distância"
"57743807";"01";"1746024";"";"";"77494";"30";"GRADUAÇÃO";"Campus Central";"AUDITÓRIO A";"2024";"2";"2024/09/16 00:00:00.000";"2025/02/01 00:00:00.000";"6T12 (16/09/2024 - 01/02/2025)";"48";"123";"REGULAR";"false";"2025/01/28 18:01:50.061000000";"false";"";"40";"CONSOLIDADA";"";"Presencial"
"57743808";"01";"1241170";"";"";"58346";"40";"TÉCNICO";"";"";"2024";"2";"2024/09/16 00:00:00.000";"2025/01/25 00:00:00.000";"";"";"30";"REGULAR";"true";"";"false";"";"";"CONSOLIDADA";"";"A Distância"
"57743809";"01";"2143852";"";"";"58367";"40";"TÉCNICO";"";"";"2024";"2";"2024/09/16 00:00:00.000";"2025/01/25 00:00:00.000";"";"";"30";"REGULAR";"true";"";"false";"";"";"CONSOLIDADA";"";"A Distância"
"57743810";"01";"2143852";"";"";"58368";"40";"TÉCNICO";"";"";"2024";"2";"2024/09/16 00:00:00.000";"2025/01/25 00:00:00.000";"";"";"30";"REGULAR";"true";"";"false";"";"";"CONSOLIDADA";"";"A Distância"
"57743811";"01";"1241170";"";"";"58369";"20";"TÉCNICO";"";"";"2024";"2";"2024/09/16 00:00:00.000";"2025/01/25 00:00:00.000";"";"";"30";"REGULAR";"true";"";"false";"";"";"CONSOLIDADA";"";"A Distância"
"57743812";"01";"1241170";"";"";"58370";"20";"TÉCNICO";"";"";"2024";"2";"2024/09/16 00:00:00.000";"2025/01/25 00:00:00.000";"";"";"30";"REGULAR";"true";"";"false";"";"";"CONSOLIDADA";"";"A Distância"
"57743813";"01";"2143852";"";"";"58371";"20";"TÉCNICO";"";"";"2024";"2";"2024/09/16 00:00:00.000";"2025/01/25 00:00:00.000";"";"";"30";"REGULAR";"true";"";"false";"";"";"CONSOLIDADA";"";"A Distância"
"57743814";"01";"1241170";"";"";"58372";"20";"TÉCNICO";"";"";"2024";"2";"2024/09/16 00:00:00.000";"2025/01/25 00:00:00.000";"";"";"30";"REGULAR";"true";"";"false";"";"";"CONSOLIDADA";"";"A Distância"
"57743815";"01";"3374361";"";"";"58373";"40";"TÉCNICO";"";"";"2024";"2";"2024/09/16 00:00:00.000";"2025/01/25 00:00:00.000";"";"";"30";"REGULAR";"true";"";"false";"";"";"CONSOLIDADA";"";"A Distância"
"57743816";"02";"3891450";"";"";"77494";"30";"GRADUAÇÃO";"Campus Central";"SALA 1";"2024";"2";"2024/09/16 00:00:00.000";"2025/02/01 00:00:00.000";"6T12 (16/09/2024 - 01/02/2025)";"30";"61";"REGULAR";"false";"2025/01/24 09:53:12.186000000";"false";"";"36";"CONSOLIDADA";"";"Presencial"
"57743817";"03";"1746024";"";"";"77494";"30";"GRADUAÇÃO";"Campus Central";"AUDITÓRIO A";"2024";"2";"2024/09/16 00:00:00.000";"2025/02/01 00:00:00.000";"6T34 (16/09/2024 - 01/02/2025)";"30";"120";"REGULAR";"false";"2025/01/29 18:17:47.381000000";"false";"";"40";"CONSOLIDADA";"";"Presencial"
"57743818";"04";"3891450";"";"";"77494";"30";"GRADUAÇÃO";"Campus Central";"SALA 1";"2024";"2";"2024/09/16 00:00:00.000";"2025/02/01 00:00:00.000";"6N12 (16/09/2024 - 01/02/2025)";"34";"60";"REGULAR";"false";"2025/01/17 19:35:12.357000000";"false";"";"36";"CONSOLIDADA";"";"Presencial"
"57743819";"05";"1319338";"";"";"77494";"15";"GRADUAÇÃO";"Campus Central";"AUDITÓRIO A";"2024";"2";"2024/09/16 00:00:00.000";"2025/02/01 00:00:00.000";"6N12 (16/09/2024 - 01/02/2025)";"25";"120";"REGULAR";"false";"2025/02/01 19:41:22.280000000";"false";"";"36";"CONSOLIDADA";"";"Presencial"
"57743819";"05";"3435236";"";"";"77494";"15";"GRADUAÇÃO";"Campus Central";"AUDITÓRIO A";"2024";"2";"2024/09/16 00:00:00.000";"2025/02/01 00:00:00.000";"6N12 (16/09/2024 - 01/02/2025)";"25";"120";"REGULAR";"false";"2025/02/01 19:41:22.280000000";"false";"";"36";"CONSOLIDADA";"";"Presencial"
"57743820";"06";"1319338";"";"";"77494";"15";"GRADUAÇÃO";"Campus Central";"AUDITÓRIO A";"2024";"2";"2024/09/16 00:00:00.000";"2025/02/01 00:00:00.000";"6N34 (16/09/2024 - 01/02/2025)";"13";"101";"REGULAR";"false";"2025/02/01 19:54:11.388000000";"false";"";"36";"CONSOLIDADA";"";"Presencial"
"57743820";"06";"3435236";"";"";"77494";"15";"GRADUAÇÃO";"Campus Central";"AUDITÓRIO A";"2024";"2";"2024/09/16 00:00:00.000";"2025/02/01 00:00:00.000";"6N34 (16/09/2024 - 01/02/2025)";"13";"101";"REGULAR";"false";"2025/02/01 19:54:11.388000000";"false";"";"36";"CONSOLIDADA";"";"Presencial"
"57743821";"07";"3891450";"";"";"77494";"30";"GRADUAÇÃO";"Campus Central";"SALA 1";"2024";"2";"2024/09/16 00:00:00.000";"2025/02/01 00:00:00.000";"6N34 (16/09/2024 - 01/02/2025)";"17";"60";"REGULAR";"false";"2025/01/24 09:51:23.940000000";"false";"";"36";"CONSOLIDADA";"";"Presencial"
"57743822";"01";"396864";"";"";"67663";"15";"GRADUAÇÃO";"Campus Central";"DENF";"2024";"2";"2024/09/16 00:00:00.000";"2025/02/01 00:00:00.000";"4M345 (16/09/2024 - 01/02/2025)";"48";"55";"REGULAR";"false";"2025/01/30 10:41:16.945000000";"false";"";"51";"CONSOLIDADA";"";"Presencial"
"57743822";"01";"1161810";"";"";"67663";"30";"GRADUAÇÃO";"Campus Central";"DENF";"2024";"2";"2024/09/16 00:00:00.000";"2025/02/01 00:00:00.000";"4M345 (16/09/2024 - 01/02/2025)";"48";"55";"REGULAR";"false";"2025/01/30 10:41:16.945000000";"false";"";"51";"CONSOLIDADA";"";"Presencial"
"57743823";"01";"3435236";"";"";"77510";"30";"GRADUAÇÃO";"Campus Central";"SALA 3";"2024";"2";"2024/11/11 00:00:00.000";"2025/02/01 00:00:00.000";"2M56 7M34 (11/11/2024 - 01/02/2025)";"28";"100";"REGULAR";"false";"2025/02/01 20:06:12.849000000";"false";"";"40";"CONSOLIDADA";"";"Presencial"
"57743824";"02";"1011609";"";"";"77510";"30";"GRADUAÇÃO";"Campus Central";"AUDITÓRIO B";"2024";"2";"2024/09/16 00:00:00.000";"2025/02/01 00:00:00.000";"2M56 (16/09/2024 - 01/02/2025)";"225";"101";"REGULAR";"false";"2025/01/31 10:24:28.178000000";"false";"";"36";"CONSOLIDADA";"";"Presencial"
"57743825";"01";"396864";"";"";"67664";"15";"GRADUAÇÃO";"Campus Central";"DENF";"2024";"2";"2024/09/16 00:00:00.000";"2025/02/01 00:00:00.000";"3T234 (16/09/2024 - 01/02/2025)";"36";"50";"REGULAR";"false";"2025/01/30 10:47:12.627000000";"false";"";"54";"CONSOLIDADA";"";"Presencial"
"57743825";"01";"1161810";"";"";"67664";"30";"GRADUAÇÃO";"Campus Central";"DENF";"2024";"2";"2024/09/16 00:00:00.000";"2025/02/01 00:00:00.000";"3T234 (16/09/2024 - 01/02/2025)";"36";"50";"REGULAR";"false";"2025/01/30 10:47:12.627000000";"false";"";"54";"CONSOLIDADA";"";"Presencial"
"57743826";"03";"1011609";"";"";"77510";"30";"GRADUAÇÃO";"Campus Central";"AUDITÓRIO B";"2024";"2";"2024/09/16 00:00:00.000";"2025/02/01 00:00:00.000";"2M34 (16/09/2024 - 01/02/2025)";"122";"100";"REGULAR";"false";"2025/01/31 10:28:03.958000000";"false";"";"36";"CONSOLIDADA";"";"Presencial"
"57743827";"01";"1161810";"";"";"67734";"75";"GRADUAÇÃO";"Campus Central";"DENF";"2024";"2";"2024/09/16 00:00:00.000";"2025/02/01 00:00:00.000";"5T23456 (16/09/2024 - 01/02/2025)";"37";"50";"REGULAR";"false";"2025/02/01 08:06:35.732000000";"false";"";"90";"CONSOLIDADA";"";"Presencial"
"57743828";"04";"3435236";"";"";"77510";"30";"GRADUAÇÃO";"Campus Central";"SALA 2";"2024";"2";"2024/11/11 00:00:00.000";"2025/02/01 00:00:00.000";"7M56  2N34 (11/11/2024 - 01/02/2025)";"58";"100";"REGULAR";"false";"2025/02/01 20:10:19.416000000";"false";"";"40";"CONSOLIDADA";"";"Presencial"
"57743829";"05";"3435236";"";"";"77510";"30";"GRADUAÇÃO";"Campus Central";"SALA 2";"2024";"2";"2024/11/11 00:00:00.000";"2025/02/01 00:00:00.000";"7T12  2N12 (11/11/2024 - 01/02/2025)";"62";"100";"REGULAR";"false";"2025/02/01 20:23:32.989000000";"false";"";"40";"CONSOLIDADA";"";"Presencial"
"57743830";"01";"1319338";"";"";"77517";"30";"GRADUAÇÃO";"Campus Central";"SALA 1";"2024";"2";"2024/09/16 00:00:00.000";"2025/02/01 00:00:00.000";"2T12 (16/09/2024 - 01/02/2025)";"80";"80";"REGULAR";"false";"2025/01/31 12:54:16.919000000";"false";"";"38";"CONSOLIDADA";"";"Presencial"
"57743831";"01";"3168491";"";"";"67735";"45";"GRADUAÇÃO";"Campus Central";"DENF";"2024";"2";"2024/09/16 00:00:00.000";"2025/02/01 00:00:00.000";"2M345 (16/09/2024 - 01/02/2025)";"25";"40";"REGULAR";"false";"2025/01/29 16:04:56.879000000";"false";"";"54";"CONSOLIDADA";"";"Presencial"
"57743832";"01";"3168491";"";"";"67697";"22";"GRADUAÇÃO";"Campus Central";"DENF";"2024";"2";"2024/09/16 00:00:00.000";"2025/02/01 00:00:00.000";"4T234 (16/09/2024 - 01/02/2025)";"40";"50";"REGULAR";"false";"2025/02/02 11:32:34.955000000";"false";"";"51";"CONSOLIDADA";"";"Presencial"
"57743832";"01";"3365973";"";"";"67697";"23";"GRADUAÇÃO";"Campus Central";"DENF";"2024";"2";"2024/09/16 00:00:00.000";"2025/02/01 00:00:00.000";"4T234 (16/09/2024 - 01/02/2025)";"40";"50";"REGULAR";"false";"2025/02/02 11:32:34.955000000";"false";"";"51";"CONSOLIDADA";"";"Presencial"
"57743833";"02";"1755308";"";"";"77517";"30";"GRADUAÇÃO";"Campus Central";"SALA 1";"2024";"2";"2024/09/16 00:00:00.000";"2025/02/01 00:00:00.000";"4T12 (16/09/2024 - 01/02/2025)";"83";"80";"REGULAR";"false";"2025/01/31 17:57:41.000000000";"false";"";"";"CONSOLIDADA";"";"Presencial"
"57743834";"01";"1997204";"";"";"53185";"70";"GRADUAÇÃO";"Campus Central";"2H1";"2024";"2";"2024/09/16 00:00:00.000";"2025/02/01 00:00:00.000";"7T234  4N1234 (16/09/2024 - 20/12/2024),  7T23456 (21/12/2024 - 21/12/2024),  7T234  4N1234 (22/12/2024 - 01/02/2025)";"5";"42";"REGULAR";"false";"2025/02/02 12:10:04.702000000";"false";"";"121";"CONSOLIDADA";"";"Presencial"
"57743834";"01";"1025963";"";"";"53185";"30";"GRADUAÇÃO";"Campus Central";"2H1";"2024";"2";"2024/09/16 00:00:00.000";"2025/02/01 00:00:00.000";"7T234  4N1234 (16/09/2024 - 20/12/2024),  7T23456 (21/12/2024 - 21/12/2024),  7T234  4N1234 (22/12/2024 - 01/02/2025)";"5";"42";"REGULAR";"false";"2025/02/02 12:10:04.702000000";"false";"";"121";"CONSOLIDADA";"";"Presencial"
"57743835";"01";"3168491";"";"";"67736";"60";"GRADUAÇÃO";"Campus Central";"DENF";"2024";"2";"2024/09/16 00:00:00.000";"2025/02/01 00:00:00.000";"5T2345 (16/09/2024 - 01/02/2025)";"18";"17";"REGULAR";"false";"2025/01/31 08:43:28.128000000";"false";"";"72";"CONSOLIDADA";"";"Presencial"
"57743836";"01";"1065200";"";"";"53187";"100";"GRADUAÇÃO";"Campus Central";"2H2";"2024";"2";"2024/09/16 00:00:00.000";"2025/02/01 00:00:00.000";"7T123  5N1234 (16/09/2024 - 01/02/2025)";"30";"40";"REGULAR";"false";"2025/01/31 12:06:12.282000000";"false";"";"120";"CONSOLIDADA";"";"Presencial"
"57743837";"01";"2219670";"";"";"53190";"100";"GRADUAÇÃO";"Campus Central";"2H3";"2024";"2";"2024/09/16 00:00:00.000";"2025/02/01 00:00:00.000";"7M123  5N1234 (16/09/2024 - 01/02/2025)";"27";"40";"REGULAR";"false";"2025/02/07 16:11:45.334000000";"false";"";"115";"CONSOLIDADA";"";"Presencial"
"57743838";"01";"2696718";"";"";"67733";"15";"GRADUAÇÃO";"Campus Central";"DENF";"2024";"2";"2024/09/16 00:00:00.000";"2025/02/01 00:00:00.000";"6T23 (16/09/2024 - 01/02/2025)";"50";"50";"REGULAR";"false";"2025/01/31 15:00:22.791000000";"false";"";"36";"CONSOLIDADA";"";"Presencial"
"57743838";"01";"3362938";"";"";"67733";"15";"GRADUAÇÃO";"Campus Central";"DENF";"2024";"2";"2024/09/16 00:00:00.000";"2025/02/01 00:00:00.000";"6T23 (16/09/2024 - 01/02/2025)";"50";"50";"REGULAR";"false";"2025/01/31 15:00:22.791000000";"false";"";"36";"CONSOLIDADA";"";"Presencial"
